idpozo,pozo,yacimiento,formacion,mes,gas_miles_m3,petroleo_m3,agua_m3,dias_efectivos
127112,TPT.St.Ag.xp-1(ST4),AGUARAGÜE,santa rosa,2025-10,4550.6,29.45,480.85,30.5
127112,TPT.St.Ag.xp-1(ST4),AGUARAGÜE,santa rosa,2025-11,4448.85,25.21,463.82,30.0
127112,TPT.St.Ag.xp-1(ST4),AGUARAGÜE,santa rosa,2025-12,4534.56,26.81,484.17,31.0
127112,TPT.St.Ag.xp-1(ST4),AGUARAGÜE,santa rosa,2026-01,4428.64,29.33,482.95,31.0
127112,TPT.St.Ag.xp-1(ST4),AGUARAGÜE,santa rosa,2026-02,3909.85,19.48,417.98,27.5
127112,TPT.St.Ag.xp-1(ST4),AGUARAGÜE,santa rosa,2026-03,4488.4,21.53,450.32,30.88
127112,TPT.St.Ag.xp-1(ST4),AGUARAGÜE,santa rosa,2026-04,4318.75,20.71,406.19,29.69
127112,TPT.St.Ag.xp-1(ST4),AGUARAGÜE,santa rosa,2026-05,4532.02,22.3,416.46,30.58
127112,TPT.St.Ag.xp-1(ST4),AGUARAGÜE,santa rosa,2026-06,4352.93,24.05,405.45,30.0
155093,TPT.St.CD-1010,AGUARAGÜE,tupambi,2019-01,0.0,0.0,0.0,0.0
155093,TPT.St.CD-1010,AGUARAGÜE,tupambi,2019-02,0.0,0.0,0.0,0.0
155093,TPT.St.CD-1010,AGUARAGÜE,tupambi,2019-03,0.0,0.0,0.0,0.0
155093,TPT.St.CD-1010,AGUARAGÜE,tupambi,2019-04,0.0,0.0,0.0,0.0
155093,TPT.St.CD-1010,AGUARAGÜE,tupambi,2019-05,0.0,0.0,0.0,0.0
155093,TPT.St.CD-1010,AGUARAGÜE,tupambi,2019-06,0.0,0.0,0.0,0.0
155093,TPT.St.CD-1010,AGUARAGÜE,tupambi,2019-07,54.73,5.24,125.0,5.0
155093,TPT.St.CD-1010,AGUARAGÜE,tupambi,2019-08,200.34,128.55,528.51,30.62
155093,TPT.St.CD-1010,AGUARAGÜE,tupambi,2019-09,182.24,114.47,334.91,19.98
155093,TPT.St.CD-1010,AGUARAGÜE,tupambi,2019-10,235.66,157.81,521.87,29.31
155093,TPT.St.CD-1010,AGUARAGÜE,tupambi,2019-11,424.96,204.2,530.74,30.0
155093,TPT.St.CD-1010,AGUARAGÜE,tupambi,2019-12,1085.41,292.39,477.86,31.0
155093,TPT.St.CD-1010,AGUARAGÜE,tupambi,2020-01,1323.44,342.25,468.48,31.0
155093,TPT.St.CD-1010,AGUARAGÜE,tupambi,2020-02,1493.51,368.87,442.64,29.0
155093,TPT.St.CD-1010,AGUARAGÜE,tupambi,2020-03,1822.22,422.39,463.93,30.96
155093,TPT.St.CD-1010,AGUARAGÜE,tupambi,2020-04,1878.41,444.88,419.2,30.0
155093,TPT.St.CD-1010,AGUARAGÜE,tupambi,2020-05,1957.81,444.07,449.37,31.0
155093,TPT.St.CD-1010,AGUARAGÜE,tupambi,2020-06,1965.48,433.36,452.79,30.0
155093,TPT.St.CD-1010,AGUARAGÜE,tupambi,2020-07,2045.01,457.61,479.88,31.0
155093,TPT.St.CD-1010,AGUARAGÜE,tupambi,2020-08,2110.87,456.21,467.21,31.0
155093,TPT.St.CD-1010,AGUARAGÜE,tupambi,2020-09,2000.18,432.75,439.36,29.48
155093,TPT.St.CD-1010,AGUARAGÜE,tupambi,2020-10,2037.79,428.52,442.97,31.0
155093,TPT.St.CD-1010,AGUARAGÜE,tupambi,2020-11,1957.05,408.76,414.86,30.0
155093,TPT.St.CD-1010,AGUARAGÜE,tupambi,2020-12,1988.06,423.13,427.24,31.0
155093,TPT.St.CD-1010,AGUARAGÜE,tupambi,2021-01,1974.24,413.59,428.41,31.0
155093,TPT.St.CD-1010,AGUARAGÜE,tupambi,2021-02,1869.96,388.4,387.18,28.0
155093,TPT.St.CD-1010,AGUARAGÜE,tupambi,2021-03,2062.6,422.7,428.14,31.0
155093,TPT.St.CD-1010,AGUARAGÜE,tupambi,2021-04,2081.96,652.34,420.43,30.0
155093,TPT.St.CD-1010,AGUARAGÜE,tupambi,2021-05,2230.93,650.66,445.03,31.0
155093,TPT.St.CD-1010,AGUARAGÜE,tupambi,2021-06,2174.73,593.38,431.35,30.0
155093,TPT.St.CD-1010,AGUARAGÜE,tupambi,2021-07,2246.39,639.77,440.2,31.0
155093,TPT.St.CD-1010,AGUARAGÜE,tupambi,2021-08,2242.28,653.33,430.37,30.52
155093,TPT.St.CD-1010,AGUARAGÜE,tupambi,2021-09,2178.01,605.13,420.7,30.0
155093,TPT.St.CD-1010,AGUARAGÜE,tupambi,2021-10,2188.15,597.2,433.32,30.74
155093,TPT.St.CD-1010,AGUARAGÜE,tupambi,2021-11,1997.34,538.81,429.66,29.76
155093,TPT.St.CD-1010,AGUARAGÜE,tupambi,2021-12,2007.02,551.4,480.2,30.81
155093,TPT.St.CD-1010,AGUARAGÜE,tupambi,2022-01,2014.04,551.73,478.52,30.61
155093,TPT.St.CD-1010,AGUARAGÜE,tupambi,2022-02,1722.27,503.29,419.81,27.81
155093,TPT.St.CD-1010,AGUARAGÜE,tupambi,2022-03,1918.57,572.43,455.78,31.0
155093,TPT.St.CD-1010,AGUARAGÜE,tupambi,2022-04,1869.88,581.33,441.47,30.0
155093,TPT.St.CD-1010,AGUARAGÜE,tupambi,2022-05,1963.53,589.65,458.45,30.94
155093,TPT.St.CD-1010,AGUARAGÜE,tupambi,2022-06,1849.81,545.94,446.47,29.98
155093,TPT.St.CD-1010,AGUARAGÜE,tupambi,2022-07,1887.38,552.55,447.37,30.94
155093,TPT.St.CD-1010,AGUARAGÜE,tupambi,2022-08,1957.0,547.99,425.42,30.74
155093,TPT.St.CD-1010,AGUARAGÜE,tupambi,2022-09,1986.42,531.66,378.3,30.0
155093,TPT.St.CD-1010,AGUARAGÜE,tupambi,2022-10,2100.74,558.43,374.56,31.0
155093,TPT.St.CD-1010,AGUARAGÜE,tupambi,2022-11,2072.31,516.61,344.21,28.86
155093,TPT.St.CD-1010,AGUARAGÜE,tupambi,2022-12,2158.22,552.13,358.92,31.0
155093,TPT.St.CD-1010,AGUARAGÜE,tupambi,2023-01,2137.68,562.93,360.75,30.89
155093,TPT.St.CD-1010,AGUARAGÜE,tupambi,2023-02,1924.2,371.38,327.48,28.0
155093,TPT.St.CD-1010,AGUARAGÜE,tupambi,2023-03,2085.59,406.4,362.88,31.0
155093,TPT.St.CD-1010,AGUARAGÜE,tupambi,2023-04,1933.9,386.42,378.76,29.92
155093,TPT.St.CD-1010,AGUARAGÜE,tupambi,2023-05,1927.78,391.47,406.64,31.0
155093,TPT.St.CD-1010,AGUARAGÜE,tupambi,2023-06,1838.85,371.19,393.6,30.0
155093,TPT.St.CD-1010,AGUARAGÜE,tupambi,2023-07,1832.2,378.87,403.8,30.79
155093,TPT.St.CD-1010,AGUARAGÜE,tupambi,2023-08,1820.23,378.43,406.0,31.0
155093,TPT.St.CD-1010,AGUARAGÜE,tupambi,2023-09,1557.69,334.46,383.23,29.46
155093,TPT.St.CD-1010,AGUARAGÜE,tupambi,2023-10,1306.24,301.45,417.66,31.0
155093,TPT.St.CD-1010,AGUARAGÜE,tupambi,2023-11,1674.3,356.3,389.22,30.0
155093,TPT.St.CD-1010,AGUARAGÜE,tupambi,2023-12,1728.88,357.77,403.08,31.0
155093,TPT.St.CD-1010,AGUARAGÜE,tupambi,2024-01,1701.15,349.57,407.68,31.0
155093,TPT.St.CD-1010,AGUARAGÜE,tupambi,2024-02,1591.12,322.63,383.16,29.0
155093,TPT.St.CD-1010,AGUARAGÜE,tupambi,2024-03,1695.85,348.06,410.98,31.0
155093,TPT.St.CD-1010,AGUARAGÜE,tupambi,2024-04,1637.81,334.76,398.65,29.96
155093,TPT.St.CD-1010,AGUARAGÜE,tupambi,2024-05,1674.84,343.32,413.5,31.0
155093,TPT.St.CD-1010,AGUARAGÜE,tupambi,2024-06,1585.85,310.09,390.02,30.0
155093,TPT.St.CD-1010,AGUARAGÜE,tupambi,2024-07,1643.19,296.28,394.42,31.0
155093,TPT.St.CD-1010,AGUARAGÜE,tupambi,2024-08,1695.2,304.15,409.85,31.0
155093,TPT.St.CD-1010,AGUARAGÜE,tupambi,2024-09,1633.04,291.75,395.4,30.0
155093,TPT.St.CD-1010,AGUARAGÜE,tupambi,2024-10,1682.31,290.28,406.8,31.0
155093,TPT.St.CD-1010,AGUARAGÜE,tupambi,2024-11,1519.48,257.36,370.0,30.0
155093,TPT.St.CD-1010,AGUARAGÜE,tupambi,2024-12,1676.5,324.24,410.88,31.0
155093,TPT.St.CD-1010,AGUARAGÜE,tupambi,2025-01,1678.51,329.79,410.13,31.0
155093,TPT.St.CD-1010,AGUARAGÜE,tupambi,2025-02,1489.29,283.26,370.9,28.0
155093,TPT.St.CD-1010,AGUARAGÜE,tupambi,2025-03,1656.05,309.52,410.9,31.0
155093,TPT.St.CD-1010,AGUARAGÜE,tupambi,2025-04,1586.49,295.25,392.55,30.0
155093,TPT.St.CD-1010,AGUARAGÜE,tupambi,2025-05,1642.01,302.24,404.54,31.0
155093,TPT.St.CD-1010,AGUARAGÜE,tupambi,2025-06,1559.93,275.34,391.18,30.0
155093,TPT.St.CD-1010,AGUARAGÜE,tupambi,2025-07,1652.98,334.68,405.3,31.0
155093,TPT.St.CD-1010,AGUARAGÜE,tupambi,2025-08,1721.66,367.43,406.75,31.0
155093,TPT.St.CD-1010,AGUARAGÜE,tupambi,2025-09,1639.68,334.77,389.95,30.0
155093,TPT.St.CD-1010,AGUARAGÜE,tupambi,2025-10,1714.92,347.53,402.77,31.0
155093,TPT.St.CD-1010,AGUARAGÜE,tupambi,2025-11,1751.05,395.78,387.97,30.0
155093,TPT.St.CD-1010,AGUARAGÜE,tupambi,2025-12,1722.4,365.18,399.06,31.0
155093,TPT.St.CD-1010,AGUARAGÜE,tupambi,2026-01,1722.3,322.52,399.42,31.0
155093,TPT.St.CD-1010,AGUARAGÜE,tupambi,2026-02,1556.15,327.72,360.75,28.0
155093,TPT.St.CD-1010,AGUARAGÜE,tupambi,2026-03,1723.13,355.75,398.93,31.0
155093,TPT.St.CD-1010,AGUARAGÜE,tupambi,2026-04,1655.21,322.0,389.08,30.0
155093,TPT.St.CD-1010,AGUARAGÜE,tupambi,2026-05,1722.62,363.65,403.89,31.0
155093,TPT.St.CD-1010,AGUARAGÜE,tupambi,2026-06,1509.25,309.56,393.19,30.0
154216,TPT.St.CD-1011,AGUARAGÜE,tranquitas,2019-01,10760.17,1274.21,267.82,31.0
154216,TPT.St.CD-1011,AGUARAGÜE,tranquitas,2019-02,8144.83,975.6,765.15,28.0
154216,TPT.St.CD-1011,AGUARAGÜE,tranquitas,2019-03,7574.1,915.77,1453.25,30.56
154216,TPT.St.CD-1011,AGUARAGÜE,tranquitas,2019-04,8962.78,1141.35,28.53,30.0
154216,TPT.St.CD-1011,AGUARAGÜE,tranquitas,2019-05,8624.32,1058.66,22.49,31.0
154216,TPT.St.CD-1011,AGUARAGÜE,tranquitas,2019-06,7815.48,977.58,22.15,30.0
154216,TPT.St.CD-1011,AGUARAGÜE,tranquitas,2019-07,7291.09,879.59,46.1,31.0
154216,TPT.St.CD-1011,AGUARAGÜE,tranquitas,2019-08,6813.22,771.09,289.56,31.0
154216,TPT.St.CD-1011,AGUARAGÜE,tranquitas,2019-09,5539.41,650.34,381.34,30.0
154216,TPT.St.CD-1011,AGUARAGÜE,tranquitas,2019-10,6798.82,613.53,561.81,30.73
154216,TPT.St.CD-1011,AGUARAGÜE,tranquitas,2019-11,6451.98,505.08,680.21,30.0
154216,TPT.St.CD-1011,AGUARAGÜE,tranquitas,2019-12,5771.72,559.54,958.85,30.42
154216,TPT.St.CD-1011,AGUARAGÜE,tranquitas,2020-01,5280.11,477.56,1104.08,31.0
154216,TPT.St.CD-1011,AGUARAGÜE,tranquitas,2020-02,4333.27,414.91,1241.77,29.0
154216,TPT.St.CD-1011,AGUARAGÜE,tranquitas,2020-03,4102.38,384.97,1447.98,31.0
154216,TPT.St.CD-1011,AGUARAGÜE,tranquitas,2020-04,3492.54,342.31,1506.3,30.0
154216,TPT.St.CD-1011,AGUARAGÜE,tranquitas,2020-05,3105.12,295.91,1725.6,31.0
154216,TPT.St.CD-1011,AGUARAGÜE,tranquitas,2020-06,2708.43,254.03,1733.66,30.0
154216,TPT.St.CD-1011,AGUARAGÜE,tranquitas,2020-07,2503.6,235.94,1975.21,31.0
154216,TPT.St.CD-1011,AGUARAGÜE,tranquitas,2020-08,1863.96,209.94,1662.67,26.0
154216,TPT.St.CD-1011,AGUARAGÜE,tranquitas,2020-09,6037.99,1029.51,8.47,29.4
154216,TPT.St.CD-1011,AGUARAGÜE,tranquitas,2020-10,8014.18,1348.36,16.26,28.65
154216,TPT.St.CD-1011,AGUARAGÜE,tranquitas,2020-11,8216.11,1277.89,18.8,30.0
154216,TPT.St.CD-1011,AGUARAGÜE,tranquitas,2020-12,8336.45,1256.33,24.68,31.0
154216,TPT.St.CD-1011,AGUARAGÜE,tranquitas,2021-01,7798.51,1160.66,21.48,31.0
154216,TPT.St.CD-1011,AGUARAGÜE,tranquitas,2021-02,6251.02,758.01,6.97,28.0
154216,TPT.St.CD-1011,AGUARAGÜE,tranquitas,2021-03,7155.68,998.7,4.05,31.0
154216,TPT.St.CD-1011,AGUARAGÜE,tranquitas,2021-04,6227.59,904.24,5.76,30.0
154216,TPT.St.CD-1011,AGUARAGÜE,tranquitas,2021-05,5779.57,831.99,6.98,31.0
154216,TPT.St.CD-1011,AGUARAGÜE,tranquitas,2021-06,4901.3,625.77,2.75,30.0
154216,TPT.St.CD-1011,AGUARAGÜE,tranquitas,2021-07,4333.69,611.59,3.24,31.0
154216,TPT.St.CD-1011,AGUARAGÜE,tranquitas,2021-08,3676.41,527.97,3.98,31.0
154216,TPT.St.CD-1011,AGUARAGÜE,tranquitas,2021-09,2877.16,363.0,2.76,30.0
154216,TPT.St.CD-1011,AGUARAGÜE,tranquitas,2021-10,2496.34,317.56,0.0,31.0
154216,TPT.St.CD-1011,AGUARAGÜE,tranquitas,2021-11,2033.49,261.16,5.54,30.0
154216,TPT.St.CD-1011,AGUARAGÜE,tranquitas,2021-12,545.86,81.99,38.25,14.29
154216,TPT.St.CD-1011,AGUARAGÜE,tranquitas,2022-01,0.0,0.0,0.0,0.0
154216,TPT.St.CD-1011,AGUARAGÜE,tranquitas,2022-02,0.0,0.0,0.0,0.0
154216,TPT.St.CD-1011,AGUARAGÜE,tranquitas,2022-03,0.0,0.0,0.0,0.0
154216,TPT.St.CD-1011,AGUARAGÜE,tranquitas,2022-04,0.0,0.0,0.0,0.0
154216,TPT.St.CD-1011,AGUARAGÜE,tranquitas,2022-05,1035.36,163.3,30.26,7.99
154216,TPT.St.CD-1011,AGUARAGÜE,tranquitas,2022-06,2572.53,397.52,415.96,30.0
154216,TPT.St.CD-1011,AGUARAGÜE,tranquitas,2022-07,2146.72,311.65,843.65,30.99
154216,TPT.St.CD-1011,AGUARAGÜE,tranquitas,2022-08,1921.5,264.71,1092.75,31.0
154216,TPT.St.CD-1011,AGUARAGÜE,tranquitas,2022-09,1694.99,238.44,1209.65,30.0
154216,TPT.St.CD-1011,AGUARAGÜE,tranquitas,2022-10,1576.14,233.94,1376.4,31.0
154216,TPT.St.CD-1011,AGUARAGÜE,tranquitas,2022-11,1417.32,183.68,1647.99,29.0
154216,TPT.St.CD-1011,AGUARAGÜE,tranquitas,2022-12,1375.65,199.13,1914.36,30.96
154216,TPT.St.CD-1011,AGUARAGÜE,tranquitas,2023-01,1304.31,209.24,1979.08,31.0
154216,TPT.St.CD-1011,AGUARAGÜE,tranquitas,2023-02,1097.69,160.13,1906.95,28.0
154216,TPT.St.CD-1011,AGUARAGÜE,tranquitas,2023-03,1084.13,161.03,2262.42,30.92
154216,TPT.St.CD-1011,AGUARAGÜE,tranquitas,2023-04,910.83,142.21,2615.48,29.88
154216,TPT.St.CD-1011,AGUARAGÜE,tranquitas,2023-05,887.82,140.86,2634.31,31.0
154216,TPT.St.CD-1011,AGUARAGÜE,tranquitas,2023-06,807.54,133.63,2690.95,30.0
154216,TPT.St.CD-1011,AGUARAGÜE,tranquitas,2023-07,792.11,104.14,2963.95,31.0
154216,TPT.St.CD-1011,AGUARAGÜE,tranquitas,2023-08,747.77,102.91,3127.15,31.0
154216,TPT.St.CD-1011,AGUARAGÜE,tranquitas,2023-09,668.75,89.13,3143.34,29.42
154216,TPT.St.CD-1011,AGUARAGÜE,tranquitas,2023-10,666.32,91.32,3361.58,31.0
154216,TPT.St.CD-1011,AGUARAGÜE,tranquitas,2023-11,610.34,101.67,3106.16,30.0
154216,TPT.St.CD-1011,AGUARAGÜE,tranquitas,2023-12,587.78,75.46,3162.34,31.0
154216,TPT.St.CD-1011,AGUARAGÜE,tranquitas,2024-01,594.24,75.64,3405.64,30.95
154216,TPT.St.CD-1011,AGUARAGÜE,tranquitas,2024-02,572.73,73.61,3397.57,29.0
154216,TPT.St.CD-1011,AGUARAGÜE,tranquitas,2024-03,582.58,86.66,3647.07,31.0
154216,TPT.St.CD-1011,AGUARAGÜE,tranquitas,2024-04,501.42,83.31,3538.39,30.0
154216,TPT.St.CD-1011,AGUARAGÜE,tranquitas,2024-05,462.31,83.95,3666.9,31.0
154216,TPT.St.CD-1011,AGUARAGÜE,tranquitas,2024-06,336.44,62.34,3604.69,30.0
154216,TPT.St.CD-1011,AGUARAGÜE,tranquitas,2024-07,307.96,60.15,3737.09,31.0
154216,TPT.St.CD-1011,AGUARAGÜE,tranquitas,2024-08,303.09,56.75,3925.81,31.0
154216,TPT.St.CD-1011,AGUARAGÜE,tranquitas,2024-09,209.92,48.39,2313.16,30.0
154216,TPT.St.CD-1011,AGUARAGÜE,tranquitas,2024-10,292.75,56.47,3406.63,31.0
154216,TPT.St.CD-1011,AGUARAGÜE,tranquitas,2024-11,174.2,36.05,4294.49,29.19
154216,TPT.St.CD-1011,AGUARAGÜE,tranquitas,2024-12,263.99,49.29,4894.66,31.0
154216,TPT.St.CD-1011,AGUARAGÜE,tranquitas,2025-01,266.4,56.56,4966.86,30.4
154216,TPT.St.CD-1011,AGUARAGÜE,tranquitas,2025-02,206.09,41.15,4524.01,27.33
154216,TPT.St.CD-1011,AGUARAGÜE,tranquitas,2025-03,204.21,36.29,4978.2,30.0
154216,TPT.St.CD-1011,AGUARAGÜE,tranquitas,2025-04,197.36,35.68,4783.53,28.85
154216,TPT.St.CD-1011,AGUARAGÜE,tranquitas,2025-05,170.31,30.69,4148.32,25.0
154216,TPT.St.CD-1011,AGUARAGÜE,tranquitas,2025-06,157.02,29.01,4606.24,27.62
154216,TPT.St.CD-1011,AGUARAGÜE,tranquitas,2025-07,223.41,45.43,4720.63,27.83
154216,TPT.St.CD-1011,AGUARAGÜE,tranquitas,2025-08,268.16,54.35,4088.94,23.77
154216,TPT.St.CD-1011,AGUARAGÜE,tranquitas,2025-09,316.56,64.36,5161.0,30.0
154216,TPT.St.CD-1011,AGUARAGÜE,tranquitas,2025-10,290.65,58.53,4670.22,27.08
154216,TPT.St.CD-1011,AGUARAGÜE,tranquitas,2025-11,107.03,26.07,1984.08,11.62
154216,TPT.St.CD-1011,AGUARAGÜE,tranquitas,2025-12,237.42,24.49,4523.04,30.56
154216,TPT.St.CD-1011,AGUARAGÜE,tranquitas,2026-01,172.26,13.6,3584.8,24.73
154216,TPT.St.CD-1011,AGUARAGÜE,tranquitas,2026-02,94.58,9.85,3736.6,26.67
154216,TPT.St.CD-1011,AGUARAGÜE,tranquitas,2026-03,133.76,13.58,4177.57,28.75
154216,TPT.St.CD-1011,AGUARAGÜE,tranquitas,2026-04,0.0,0.0,0.0,0.0
154216,TPT.St.CD-1011,AGUARAGÜE,tranquitas,2026-05,0.0,0.0,0.0,0.0
154216,TPT.St.CD-1011,AGUARAGÜE,tranquitas,2026-06,0.0,0.0,0.0,0.0
159335,TPT.St.CD-1017,AGUARAGÜE,tupambi,2019-01,5233.37,1089.17,403.94,31.0
159335,TPT.St.CD-1017,AGUARAGÜE,tupambi,2019-02,4607.26,951.82,347.63,28.0
159335,TPT.St.CD-1017,AGUARAGÜE,tupambi,2019-03,5019.36,950.46,394.57,31.0
159335,TPT.St.CD-1017,AGUARAGÜE,tupambi,2019-04,4902.4,951.07,380.61,30.0
159335,TPT.St.CD-1017,AGUARAGÜE,tupambi,2019-05,4999.33,1003.19,394.1,31.0
159335,TPT.St.CD-1017,AGUARAGÜE,tupambi,2019-06,4786.86,963.0,375.44,30.0
159335,TPT.St.CD-1017,AGUARAGÜE,tupambi,2019-07,4973.7,984.29,383.65,31.0
159335,TPT.St.CD-1017,AGUARAGÜE,tupambi,2019-08,4992.27,975.47,372.71,31.0
159335,TPT.St.CD-1017,AGUARAGÜE,tupambi,2019-09,4853.15,965.04,356.02,30.0
159335,TPT.St.CD-1017,AGUARAGÜE,tupambi,2019-10,4943.88,929.74,365.02,31.0
159335,TPT.St.CD-1017,AGUARAGÜE,tupambi,2019-11,4584.87,871.58,341.35,29.77
159335,TPT.St.CD-1017,AGUARAGÜE,tupambi,2019-12,4575.8,870.13,341.63,31.0
159335,TPT.St.CD-1017,AGUARAGÜE,tupambi,2020-01,4531.3,863.58,340.12,31.0
159335,TPT.St.CD-1017,AGUARAGÜE,tupambi,2020-02,4146.02,837.87,296.9,28.5
159335,TPT.St.CD-1017,AGUARAGÜE,tupambi,2020-03,4422.49,881.16,315.54,31.0
159335,TPT.St.CD-1017,AGUARAGÜE,tupambi,2020-04,4224.88,845.6,304.69,30.0
159335,TPT.St.CD-1017,AGUARAGÜE,tupambi,2020-05,4232.4,856.83,302.14,31.0
159335,TPT.St.CD-1017,AGUARAGÜE,tupambi,2020-06,4157.76,830.74,291.11,30.0
159335,TPT.St.CD-1017,AGUARAGÜE,tupambi,2020-07,4291.6,856.91,300.45,31.0
159335,TPT.St.CD-1017,AGUARAGÜE,tupambi,2020-08,4252.15,823.28,295.71,31.0
159335,TPT.St.CD-1017,AGUARAGÜE,tupambi,2020-09,3988.77,784.02,276.81,29.48
159335,TPT.St.CD-1017,AGUARAGÜE,tupambi,2020-10,4129.31,801.38,294.6,31.0
159335,TPT.St.CD-1017,AGUARAGÜE,tupambi,2020-11,3901.9,759.94,272.53,30.0
159335,TPT.St.CD-1017,AGUARAGÜE,tupambi,2020-12,3860.64,768.35,276.48,31.0
159335,TPT.St.CD-1017,AGUARAGÜE,tupambi,2021-01,3800.64,719.89,297.48,31.0
159335,TPT.St.CD-1017,AGUARAGÜE,tupambi,2021-02,3545.15,686.05,274.58,28.0
159335,TPT.St.CD-1017,AGUARAGÜE,tupambi,2021-03,3929.51,753.35,304.93,31.0
159335,TPT.St.CD-1017,AGUARAGÜE,tupambi,2021-04,3750.77,619.86,292.38,29.96
159335,TPT.St.CD-1017,AGUARAGÜE,tupambi,2021-05,3737.48,560.23,310.64,30.92
159335,TPT.St.CD-1017,AGUARAGÜE,tupambi,2021-06,3624.9,515.89,303.34,30.0
159335,TPT.St.CD-1017,AGUARAGÜE,tupambi,2021-07,4010.35,589.44,318.81,30.82
159335,TPT.St.CD-1017,AGUARAGÜE,tupambi,2021-08,3696.6,589.46,300.24,29.84
159335,TPT.St.CD-1017,AGUARAGÜE,tupambi,2021-09,3495.11,538.93,292.81,30.0
159335,TPT.St.CD-1017,AGUARAGÜE,tupambi,2021-10,3650.04,555.64,302.52,30.99
159335,TPT.St.CD-1017,AGUARAGÜE,tupambi,2021-11,3616.25,546.17,298.74,29.12
159335,TPT.St.CD-1017,AGUARAGÜE,tupambi,2021-12,3812.06,517.77,307.68,30.86
159335,TPT.St.CD-1017,AGUARAGÜE,tupambi,2022-01,3653.63,504.95,286.34,30.87
159335,TPT.St.CD-1017,AGUARAGÜE,tupambi,2022-02,3596.6,508.4,268.39,27.78
159335,TPT.St.CD-1017,AGUARAGÜE,tupambi,2022-03,3863.69,554.73,271.52,29.86
159335,TPT.St.CD-1017,AGUARAGÜE,tupambi,2022-04,3688.88,549.96,247.55,29.35
159335,TPT.St.CD-1017,AGUARAGÜE,tupambi,2022-05,1931.04,278.57,145.25,15.07
159335,TPT.St.CD-1017,AGUARAGÜE,tupambi,2022-06,286.3,45.07,71.47,14.17
159335,TPT.St.CD-1017,AGUARAGÜE,tupambi,2022-07,862.57,124.52,271.34,30.95
159335,TPT.St.CD-1017,AGUARAGÜE,tupambi,2022-08,1590.22,188.81,313.43,31.0
159335,TPT.St.CD-1017,AGUARAGÜE,tupambi,2022-09,1963.63,263.33,251.09,30.0
159335,TPT.St.CD-1017,AGUARAGÜE,tupambi,2022-10,2218.38,289.57,248.08,31.0
159335,TPT.St.CD-1017,AGUARAGÜE,tupambi,2022-11,2408.75,275.71,241.58,28.98
159335,TPT.St.CD-1017,AGUARAGÜE,tupambi,2022-12,2605.22,294.68,239.23,30.62
159335,TPT.St.CD-1017,AGUARAGÜE,tupambi,2023-01,2677.02,321.85,227.47,30.94
159335,TPT.St.CD-1017,AGUARAGÜE,tupambi,2023-02,2409.34,363.61,202.88,27.6
159335,TPT.St.CD-1017,AGUARAGÜE,tupambi,2023-03,2656.43,433.9,229.19,31.0
159335,TPT.St.CD-1017,AGUARAGÜE,tupambi,2023-04,2589.72,410.94,221.82,30.0
159335,TPT.St.CD-1017,AGUARAGÜE,tupambi,2023-05,2648.61,423.24,226.24,31.0
159335,TPT.St.CD-1017,AGUARAGÜE,tupambi,2023-06,2515.55,408.98,216.15,29.75
159335,TPT.St.CD-1017,AGUARAGÜE,tupambi,2023-07,2629.51,437.3,157.88,31.0
159335,TPT.St.CD-1017,AGUARAGÜE,tupambi,2023-08,2640.95,435.73,121.19,31.0
159335,TPT.St.CD-1017,AGUARAGÜE,tupambi,2023-09,2504.77,405.02,114.06,29.43
159335,TPT.St.CD-1017,AGUARAGÜE,tupambi,2023-10,2628.61,432.21,162.94,31.0
159335,TPT.St.CD-1017,AGUARAGÜE,tupambi,2023-11,2517.33,419.93,233.34,30.0
159335,TPT.St.CD-1017,AGUARAGÜE,tupambi,2023-12,2595.31,421.92,241.32,31.0
159335,TPT.St.CD-1017,AGUARAGÜE,tupambi,2024-01,2584.51,428.9,241.09,31.0
159335,TPT.St.CD-1017,AGUARAGÜE,tupambi,2024-02,2426.37,391.22,225.11,29.0
159335,TPT.St.CD-1017,AGUARAGÜE,tupambi,2024-03,2610.54,434.74,240.88,30.94
159335,TPT.St.CD-1017,AGUARAGÜE,tupambi,2024-04,2504.22,443.97,232.7,30.0
159335,TPT.St.CD-1017,AGUARAGÜE,tupambi,2024-05,2607.18,455.03,241.87,31.0
159335,TPT.St.CD-1017,AGUARAGÜE,tupambi,2024-06,2497.34,430.46,234.18,30.0
159335,TPT.St.CD-1017,AGUARAGÜE,tupambi,2024-07,2599.45,429.33,240.43,31.0
159335,TPT.St.CD-1017,AGUARAGÜE,tupambi,2024-08,2569.57,420.04,239.82,31.0
159335,TPT.St.CD-1017,AGUARAGÜE,tupambi,2024-09,2484.5,399.09,230.6,30.0
159335,TPT.St.CD-1017,AGUARAGÜE,tupambi,2024-10,2580.75,396.47,236.62,31.0
159335,TPT.St.CD-1017,AGUARAGÜE,tupambi,2024-11,2325.66,346.46,215.4,30.0
159335,TPT.St.CD-1017,AGUARAGÜE,tupambi,2024-12,2609.03,405.35,237.65,31.0
159335,TPT.St.CD-1017,AGUARAGÜE,tupambi,2025-01,2626.09,406.53,240.0,31.0
159335,TPT.St.CD-1017,AGUARAGÜE,tupambi,2025-02,2373.43,354.32,217.2,28.0
159335,TPT.St.CD-1017,AGUARAGÜE,tupambi,2025-03,2623.91,396.81,240.4,31.0
