fecha,pozo,horas_linea,p_fondo_bar,p_boca_bar,oil_sm3,gas_sm3,agua_sm3
2013-07-08,15/9-F-11,0.0,0.0,0.0,0.0,0.0,0.0
2013-07-09,15/9-F-11,0.0,0.0,0.0,0.0,0.0,0.0
2013-07-10,15/9-F-11,0.0,,,0.0,0.0,0.0
2013-07-11,15/9-F-11,0.0,0.0,0.0,0.0,0.0,0.0
2013-07-12,15/9-F-11,0.0,,,0.0,0.0,0.0
2013-07-13,15/9-F-11,0.0,0.0,0.0,0.0,0.0,0.0
2013-07-14,15/9-F-11,0.0,0.0,0.0,0.0,0.0,0.0
2013-07-15,15/9-F-11,0.0,0.0,0.0,0.0,0.0,0.0
2013-07-16,15/9-F-11,0.0,0.0,0.0,0.0,0.0,0.0
2013-07-17,15/9-F-11,0.0,0.0,0.0,0.0,0.0,0.0
2013-07-18,15/9-F-11,0.0,0.0,0.0,0.0,0.0,0.0
2013-07-19,15/9-F-11,0.0,0.0,0.0,0.0,0.0,0.0
2013-07-20,15/9-F-11,0.0,0.0,0.0,0.0,0.0,0.0
2013-07-21,15/9-F-11,0.0,0.0,0.0,0.0,0.0,0.0
2013-07-22,15/9-F-11,0.0,0.0,0.0,0.0,0.0,0.0
2013-07-23,15/9-F-11,0.0,,,0.0,0.0,0.0
2013-07-24,15/9-F-11,7.0,1.93,28.05,17.85,2772.5,0.0
2013-07-25,15/9-F-11,24.0,163.59,102.12,725.0,108940.1,0.0
2013-07-26,15/9-F-11,24.0,,,891.48,131386.5,0.0
2013-07-27,15/9-F-11,24.0,,,886.42,134616.7,0.0
2013-07-28,15/9-F-11,0.84,0.0,0.0,56.01,9011.8,0.0
2013-07-29,15/9-F-11,4.0,0.0,0.0,123.59,18792.5,0.0
2013-07-30,15/9-F-11,24.0,,,1032.38,155864.7,0.0
2013-07-31,15/9-F-11,5.08,273.95,94.56,190.35,29119.7,0.0
2013-08-01,15/9-F-11,0.0,316.01,0.85,0.0,0.0,0.0
2013-08-02,15/9-F-11,0.0,317.55,0.82,0.0,0.0,0.0
2013-08-03,15/9-F-11,15.07,277.8,96.5,590.09,88733.4,0.0
2013-08-04,15/9-F-11,24.0,273.59,96.2,1066.46,161227.0,0.0
2013-08-05,15/9-F-11,24.0,272.3,95.51,1059.61,160270.5,0.0
2013-08-06,15/9-F-11,24.0,271.56,95.04,1070.45,160951.3,0.0
2013-08-07,15/9-F-11,24.0,271.07,94.74,1069.96,160232.5,0.0
2013-08-08,15/9-F-11,24.0,270.69,94.52,1062.22,159483.8,0.0
2013-08-09,15/9-F-11,24.0,270.25,94.3,1074.0,162196.8,0.0
2013-08-10,15/9-F-11,24.0,269.99,94.06,1070.3,161999.0,0.0
2013-08-11,15/9-F-11,24.0,269.96,93.97,1054.09,160095.1,0.0
2013-08-12,15/9-F-11,24.0,269.87,93.86,1038.69,159050.3,0.0
2013-08-13,15/9-F-11,24.0,269.56,93.56,1050.89,160116.3,0.0
2013-08-14,15/9-F-11,24.0,269.41,93.23,1044.55,158506.7,0.0
2013-08-15,15/9-F-11,24.0,269.36,93.08,1044.6,158971.5,0.0
2013-08-16,15/9-F-11,24.0,267.61,91.85,1075.73,162410.0,0.0
2013-08-17,15/9-F-11,24.0,266.96,91.44,1088.86,165357.2,0.0
2013-08-18,15/9-F-11,24.0,268.02,91.94,1041.92,158398.4,0.0
2013-08-19,15/9-F-11,24.0,266.03,90.75,1047.06,158556.7,59.06
2013-08-20,15/9-F-11,24.0,266.56,91.01,1024.24,156092.1,58.7
2013-08-21,15/9-F-11,24.0,266.43,90.86,1050.43,160102.7,59.5
2013-08-22,15/9-F-11,24.0,266.42,90.79,1045.41,158664.6,62.24
2013-08-23,15/9-F-11,24.0,266.42,90.78,1038.88,159070.9,59.27
2013-08-24,15/9-F-11,24.0,266.46,90.75,1030.14,158003.6,60.68
2013-08-25,15/9-F-11,24.0,266.63,90.8,1029.58,157310.7,60.86
2013-08-26,15/9-F-11,24.0,266.76,90.83,1030.05,157362.3,61.34
2013-08-27,15/9-F-11,19.64,267.3,91.2,697.86,108778.9,38.36
2013-08-28,15/9-F-11,0.0,305.86,113.67,0.0,0.0,0.0
2013-08-29,15/9-F-11,0.0,310.39,96.14,0.0,0.0,0.0
2013-08-30,15/9-F-11,0.0,312.76,112.77,0.0,0.0,0.0
2013-08-31,15/9-F-11,0.0,314.27,113.98,0.0,0.0,0.0
2013-09-01,15/9-F-11,0.0,315.37,114.71,0.0,0.0,0.0
2013-09-02,15/9-F-11,1.69,291.27,102.22,15.16,2666.4,0.89
2013-09-03,15/9-F-11,24.0,276.03,93.64,940.96,146563.9,54.05
2013-09-04,15/9-F-11,24.0,270.22,92.53,969.43,151073.0,57.78
2013-09-05,15/9-F-11,24.0,267.26,90.7,1016.4,157401.5,63.51
2013-09-06,15/9-F-11,24.0,262.95,88.21,1156.84,176758.8,81.73
2013-09-07,15/9-F-11,24.0,262.64,88.0,1150.65,175762.3,82.15
2013-09-08,15/9-F-11,24.0,262.7,88.03,1140.41,173484.1,81.66
2013-09-09,15/9-F-11,24.0,262.92,88.16,1109.4,169280.7,78.84
2013-09-10,15/9-F-11,24.0,262.89,88.13,1118.97,170574.2,80.99
2013-09-11,15/9-F-11,24.0,262.92,88.14,1102.58,168495.9,80.65
2013-09-12,15/9-F-11,18.64,263.05,87.79,809.9,126489.1,56.96
2013-09-13,15/9-F-11,0.0,307.03,0.28,0.0,0.0,0.0
2013-09-14,15/9-F-11,6.36,271.36,89.76,329.15,47182.5,50.97
2013-09-15,15/9-F-11,24.0,263.56,87.42,982.21,150589.1,69.69
2013-09-16,15/9-F-11,22.5,261.93,86.81,947.47,146223.5,58.4
2013-09-17,15/9-F-11,24.0,260.89,86.48,1042.0,161132.5,61.02
2013-09-18,15/9-F-11,10.98,259.76,84.47,474.31,74879.7,28.5
2013-09-20,15/9-F-11,16.27,269.08,88.99,642.66,96484.1,51.78
2013-09-21,15/9-F-11,9.81,265.4,86.84,309.88,49034.3,17.86
2013-09-22,15/9-F-11,24.0,265.17,87.83,1034.51,158716.1,70.46
2013-09-23,15/9-F-11,24.0,261.31,86.53,1074.59,164937.6,63.63
2013-09-24,15/9-F-11,24.0,260.9,86.37,1142.53,176048.5,69.09
2013-09-25,15/9-F-11,24.0,262.0,86.98,1107.51,170940.2,66.64
2013-09-26,15/9-F-11,24.0,260.71,86.24,1124.52,173512.2,67.6
2013-09-27,15/9-F-11,8.31,261.53,86.43,299.46,49540.2,17.92
2013-09-28,15/9-F-11,12.36,263.97,85.5,380.03,59608.4,20.69
2013-09-29,15/9-F-11,24.0,253.09,85.12,1158.6,179470.1,70.99
2013-09-30,15/9-F-11,24.0,255.18,84.74,1194.95,184725.0,69.16
2013-10-01,15/9-F-11,24.0,258.32,84.75,1195.94,184617.7,83.62
2013-10-02,15/9-F-11,24.0,258.25,84.72,1249.05,193060.0,73.75
2013-10-03,15/9-F-11,24.0,258.21,84.68,1245.28,193256.1,68.73
2013-10-04,15/9-F-11,24.0,258.25,84.72,1242.87,192685.1,67.04
2013-10-05,15/9-F-11,24.0,258.24,84.65,1235.41,189860.7,66.59
2013-10-06,15/9-F-11,24.0,256.7,83.83,1256.2,192814.0,65.96
2013-10-07,15/9-F-11,24.0,256.55,83.71,1251.09,192967.6,68.52
2013-10-08,15/9-F-11,24.0,256.51,83.59,1251.81,192962.3,69.01
2013-10-09,15/9-F-11,24.0,256.05,83.23,1256.98,194280.4,67.91
2013-10-10,15/9-F-11,24.0,255.33,82.79,1271.99,195815.9,69.35
2013-10-11,15/9-F-11,12.31,256.0,81.86,655.2,101217.1,34.23
2013-10-12,15/9-F-11,10.19,266.94,87.18,362.61,58610.8,24.02
2013-10-13,15/9-F-11,24.0,254.63,81.68,1178.27,182360.2,69.04
2013-10-14,15/9-F-11,24.0,254.66,82.13,1183.06,183762.6,67.47
2013-10-15,15/9-F-11,24.0,254.88,82.25,1198.75,185335.5,67.96
2013-10-16,15/9-F-11,24.0,255.02,82.32,1197.21,185174.7,67.97
2013-10-17,15/9-F-11,24.0,255.11,82.34,1198.18,185858.3,67.51
2013-10-18,15/9-F-11,24.0,255.25,82.39,1215.93,187926.1,69.49
2013-10-19,15/9-F-11,24.0,255.23,82.38,1221.59,188719.4,69.98
2013-10-20,15/9-F-11,24.0,255.27,82.41,1210.15,188806.0,67.88
2013-10-21,15/9-F-11,24.0,255.35,82.47,1218.52,190439.8,69.69
2013-10-22,15/9-F-11,24.0,255.44,82.49,1219.97,188707.5,69.08
2013-10-23,15/9-F-11,24.0,255.5,82.51,1221.28,188384.4,69.22
2013-10-24,15/9-F-11,24.0,254.41,81.86,1250.87,192712.4,70.64
2013-10-25,15/9-F-11,24.0,254.31,81.84,1249.12,192620.8,70.11
2013-10-26,15/9-F-11,24.0,254.74,82.08,1236.82,190198.0,69.9
2013-10-27,15/9-F-11,24.31,256.05,82.21,1219.94,188361.4,69.99
2013-10-28,15/9-F-11,7.86,259.64,81.76,250.93,39142.2,11.43
2013-10-29,15/9-F-11,13.48,255.06,80.19,557.18,86381.8,29.01
2013-10-30,15/9-F-11,10.36,258.14,81.19,414.96,62079.0,21.97
2013-10-31,15/9-F-11,24.0,253.41,80.74,1197.34,183606.4,69.46
2013-11-01,15/9-F-11,24.0,251.09,79.62,1212.36,186014.0,68.31
2013-11-02,15/9-F-11,24.0,252.81,80.71,1252.76,185206.5,76.56
2013-11-03,15/9-F-11,17.33,256.93,81.74,773.31,118946.0,45.93
2013-11-04,15/9-F-11,24.0,253.53,80.6,1155.15,171451.1,80.69
2013-11-05,15/9-F-11,24.0,255.49,82.07,1180.75,168416.9,68.21
2013-11-06,15/9-F-11,22.67,258.39,83.71,1127.93,163020.8,69.17
2013-11-07,15/9-F-11,24.0,254.13,81.35,1164.19,176793.1,89.51
2013-11-08,15/9-F-11,24.0,252.74,80.55,1186.6,181291.5,69.84
2013-11-09,15/9-F-11,24.0,254.55,81.56,1174.61,179820.7,69.45
2013-11-10,15/9-F-11,24.0,253.52,80.86,1201.41,185113.6,72.33
2013-11-11,15/9-F-11,24.0,251.46,79.69,1257.28,190800.6,76.61
2013-11-12,15/9-F-11,24.0,252.81,80.53,1167.56,177662.2,154.63
2013-11-13,15/9-F-11,24.0,254.98,81.7,1150.55,175824.8,152.96
2013-11-14,15/9-F-11,24.0,253.84,81.44,1162.76,179241.3,150.8
2013-11-15,15/9-F-11,24.0,253.75,81.08,1172.19,180093.7,147.79
2013-11-16,15/9-F-11,24.0,253.18,80.81,1185.38,180733.5,147.88
2013-11-17,15/9-F-11,24.0,254.94,81.81,1156.62,177486.9,147.8
2013-11-18,15/9-F-11,24.0,255.37,82.06,1155.28,178261.2,146.93
2013-11-19,15/9-F-11,24.0,255.9,82.35,1145.31,177359.4,150.1
2013-11-20,15/9-F-11,24.0,252.43,80.45,1222.99,189530.9,154.58
2013-11-21,15/9-F-11,24.0,251.32,79.79,1245.11,191871.4,161.9
2013-11-22,15/9-F-11,24.0,251.57,79.88,1213.11,186678.6,160.58
2013-11-23,15/9-F-11,24.0,251.95,80.09,1216.54,186613.1,163.64
2013-11-24,15/9-F-11,24.0,251.55,79.86,1232.91,191776.8,168.08
2013-11-25,15/9-F-11,24.0,251.55,79.86,1227.25,191140.0,167.36
2013-11-26,15/9-F-11,24.0,252.32,80.31,1200.78,187196.8,163.13
2013-11-27,15/9-F-11,24.0,251.24,80.41,1202.03,186758.4,168.54
2013-11-28,15/9-F-11,24.0,252.65,80.46,1193.42,185960.2,161.89
2013-11-29,15/9-F-11,24.0,252.48,80.34,1196.26,186979.4,163.9
2013-11-30,15/9-F-11,24.0,249.98,78.86,1253.95,195442.8,172.12
2013-12-01,15/9-F-11,24.0,248.94,78.28,1274.74,197980.8,173.29
2013-12-02,15/9-F-11,24.0,248.78,78.18,1326.29,205626.1,182.12
2013-12-03,15/9-F-11,24.0,248.86,78.18,1314.55,202444.6,168.42
2013-12-04,15/9-F-11,24.0,248.03,77.67,1340.01,204590.6,177.45
2013-12-05,15/9-F-11,23.73,247.83,77.61,1306.06,202482.3,168.21
2013-12-06,15/9-F-11,16.61,258.15,81.76,605.59,97273.5,104.21
2013-12-07,15/9-F-11,24.0,247.62,76.29,1166.9,183206.6,162.79
2013-12-08,15/9-F-11,24.0,247.86,76.87,1170.31,183150.0,155.7
2013-12-09,15/9-F-11,13.5,250.27,77.31,590.11,93019.2,78.4
2013-12-10,15/9-F-11,19.23,255.44,79.34,780.7,116155.5,156.38
2013-12-11,15/9-F-11,1.77,275.2,92.72,62.69,9263.2,278.88
2013-12-12,15/9-F-11,24.0,253.45,78.0,1096.97,174751.3,193.09
2013-12-13,15/9-F-11,8.23,254.31,78.92,364.15,61122.8,61.89
2013-12-14,15/9-F-11,22.94,254.65,79.14,1023.24,159088.7,157.43
2013-12-15,15/9-F-11,22.83,252.23,79.17,1086.49,169892.1,168.68
2013-12-16,15/9-F-11,24.0,251.13,78.63,1228.17,189634.4,178.99
2013-12-17,15/9-F-11,24.0,246.15,76.07,1276.23,195873.1,162.45
2013-12-18,15/9-F-11,24.0,245.55,75.74,1311.5,202708.0,173.5
2013-12-19,15/9-F-11,24.0,245.62,75.79,1306.85,201799.7,173.34
2013-12-20,15/9-F-11,18.83,250.19,77.57,916.69,134202.0,145.17
2013-12-21,15/9-F-11,24.0,249.17,76.9,1149.7,180446.8,161.79
2013-12-22,15/9-F-11,24.0,245.91,75.78,1268.29,196322.3,168.18
2013-12-23,15/9-F-11,24.0,245.65,75.73,1300.33,201283.0,174.78
2013-12-24,15/9-F-11,24.0,245.11,75.42,1332.52,206204.7,183.6
2013-12-25,15/9-F-11,24.0,244.72,75.27,1321.87,204302.5,172.21
2013-12-26,15/9-F-11,21.14,246.15,75.87,1133.69,177658.6,150.03
2013-12-27,15/9-F-11,15.69,253.55,78.48,648.24,106033.9,100.03
2013-12-28,15/9-F-11,24.0,245.72,75.4,1219.26,190268.6,165.29
2013-12-29,15/9-F-11,24.0,246.1,75.86,1240.64,192029.0,166.72
2013-12-30,15/9-F-11,24.0,246.09,75.95,1269.54,196787.5,170.27
2013-12-31,15/9-F-11,21.58,250.79,78.67,973.43,155057.5,129.97
2014-01-01,15/9-F-11,24.0,249.53,77.16,1199.06,187807.4,166.35
2014-01-02,15/9-F-11,24.0,245.62,75.79,1327.31,205603.0,180.73
2014-01-03,15/9-F-11,24.0,245.72,75.87,1296.68,202058.6,179.9
2014-01-04,15/9-F-11,14.48,246.71,76.16,753.22,117116.9,93.66
2014-01-05,15/9-F-11,6.36,258.6,79.98,287.7,46247.9,62.19
2014-01-06,15/9-F-11,24.0,248.38,77.67,1109.93,172803.2,113.83
2014-01-07,15/9-F-11,24.0,245.8,76.0,1202.73,188012.3,111.63
2014-01-08,15/9-F-11,24.0,245.9,75.72,1218.19,188015.0,111.77
2014-01-09,15/9-F-11,24.0,245.13,75.34,1241.32,192257.4,114.97
2014-01-10,15/9-F-11,24.0,244.82,75.15,1253.36,193245.5,115.77
2014-01-11,15/9-F-11,24.0,244.25,74.79,1279.02,197035.2,116.63
2014-01-12,15/9-F-11,24.0,244.3,74.83,1276.71,197394.3,114.01
2014-01-13,15/9-F-11,24.0,243.5,74.42,1289.27,200095.4,117.72
2014-01-14,15/9-F-11,24.0,243.9,74.62,1311.79,203139.1,126.59
2014-01-15,15/9-F-11,24.0,243.99,74.68,1274.05,198322.5,176.58
2014-01-16,15/9-F-11,24.0,244.15,74.75,1250.06,186577.0,163.83
2014-01-17,15/9-F-11,24.0,243.93,74.61,1297.07,192576.0,171.49
2014-01-18,15/9-F-11,24.0,244.17,74.78,1282.74,193991.2,195.78
2014-01-19,15/9-F-11,24.0,244.44,74.95,1231.07,180443.7,169.32
2014-01-20,15/9-F-11,24.0,244.51,75.02,1236.35,176925.7,169.26
2014-01-21,15/9-F-11,24.0,245.0,75.31,1245.46,177097.9,195.54
2014-01-22,15/9-F-11,24.0,245.36,75.52,1296.27,181397.9,186.83
2014-01-23,15/9-F-11,24.0,245.72,75.72,1352.45,191156.6,187.17
2014-01-24,15/9-F-11,24.0,245.99,75.9,1296.83,186635.5,205.2
2014-01-25,15/9-F-11,16.92,247.3,76.21,653.96,96532.0,91.41
2014-01-26,15/9-F-11,24.0,242.31,72.54,1138.27,162835.0,193.2
2014-01-27,15/9-F-11,24.0,244.17,74.17,1128.83,155786.1,176.91
2014-01-28,15/9-F-11,24.0,243.34,73.84,1185.93,171404.0,182.52
2014-01-29,15/9-F-11,8.31,244.98,73.04,473.89,69703.7,36.44
2014-01-31,15/9-F-11,22.02,254.66,78.67,1162.85,181137.5,116.26
2014-02-01,15/9-F-11,24.0,246.53,75.35,1182.42,180140.7,131.17
2014-02-02,15/9-F-11,24.0,240.62,72.32,1324.83,197601.8,144.47
2014-02-03,15/9-F-11,24.0,240.03,72.05,1353.04,200663.2,144.48
2014-02-04,15/9-F-11,24.0,239.8,71.99,1362.32,202160.0,146.19
2014-02-05,15/9-F-11,24.0,239.9,72.05,1355.11,200751.4,143.9
2014-02-06,15/9-F-11,8.0,241.35,71.21,336.75,51566.3,26.61
2014-02-08,15/9-F-11,6.5,257.74,79.52,140.99,20655.7,8.65
2014-02-09,15/9-F-11,24.0,244.72,73.35,1165.83,174800.7,120.07
2014-02-10,15/9-F-11,4.0,241.72,69.92,117.82,18893.0,14.22
2014-02-11,15/9-F-11,0.0,310.83,0.3,0.0,0.0,0.0
2014-02-12,15/9-F-11,23.0,252.67,75.77,953.58,145413.1,103.12
2014-02-13,15/9-F-11,24.0,242.34,72.75,1196.82,181330.0,119.54
2014-02-14,15/9-F-11,24.0,241.1,72.35,1237.04,186974.0,123.73
2014-02-15,15/9-F-11,24.0,241.25,72.47,1219.55,183386.2,123.2
2014-02-16,15/9-F-11,24.0,241.81,72.83,1237.45,186219.2,123.51
2014-02-17,15/9-F-11,24.0,241.43,72.63,1234.86,188474.2,122.52
2014-02-18,15/9-F-11,17.17,253.3,78.62,649.74,102858.1,65.88
2014-02-19,15/9-F-11,24.0,247.44,74.61,1081.91,164366.5,111.46
2014-02-20,15/9-F-11,24.0,240.92,72.17,1230.32,186274.4,119.33
2014-02-21,15/9-F-11,24.0,240.31,71.96,1248.17,189304.4,122.61
2014-02-22,15/9-F-11,24.0,240.89,72.33,1241.05,187046.9,122.94
2014-02-23,15/9-F-11,24.0,240.39,72.12,1243.91,189235.1,123.19
2014-02-24,15/9-F-11,24.0,240.28,72.06,1210.72,182604.2,113.2
2014-02-25,15/9-F-11,24.0,238.19,71.81,1223.99,185140.4,116.95
2014-02-26,15/9-F-11,24.0,239.72,71.71,1223.72,184384.5,117.97
2014-02-27,15/9-F-11,24.0,239.98,71.86,1209.75,183100.1,117.06
2014-02-28,15/9-F-11,24.0,240.11,71.88,1208.28,181938.8,115.4
2014-03-01,15/9-F-11,24.0,239.91,71.8,1188.83,179622.4,117.09
2014-03-02,15/9-F-11,24.0,239.98,71.85,1200.67,183491.6,118.5
2014-03-03,15/9-F-11,24.0,240.12,71.93,1199.47,181945.9,114.53
2014-03-04,15/9-F-11,24.0,240.06,71.89,1194.84,181724.8,120.91
2014-03-05,15/9-F-11,24.0,240.33,72.03,1178.12,178348.8,111.44
2014-03-06,15/9-F-11,24.0,240.16,71.92,1189.71,178695.4,111.85
2014-03-07,15/9-F-11,24.0,238.52,70.98,1216.72,185392.2,118.58
2014-03-08,15/9-F-11,24.0,235.25,69.25,1332.15,199339.8,130.64
2014-03-09,15/9-F-11,24.0,235.31,69.27,1306.23,196022.5,127.47
2014-03-10,15/9-F-11,24.0,234.73,68.89,1326.01,199620.1,131.83
2014-03-11,15/9-F-11,24.0,234.83,68.97,1329.45,199879.5,133.44
2014-03-12,15/9-F-11,24.0,235.06,69.1,1309.27,196309.2,131.14
2014-03-13,15/9-F-11,24.0,234.92,68.96,1319.73,198367.5,150.17
2014-03-14,15/9-F-11,24.0,234.74,68.89,1310.19,197942.0,136.27
2014-03-15,15/9-F-11,24.0,234.71,68.85,1324.86,198229.7,139.79
2014-03-16,15/9-F-11,24.0,234.75,68.85,1307.78,197590.5,141.93
2014-03-17,15/9-F-11,24.0,234.77,68.85,1309.6,196492.9,141.5
2014-03-18,15/9-F-11,24.0,235.33,69.15,1272.58,193558.6,136.55
2014-03-19,15/9-F-11,24.0,235.56,69.3,1284.05,192236.2,95.87
2014-03-20,15/9-F-11,24.0,235.24,69.11,1308.95,197339.3,169.6
2014-03-21,15/9-F-11,24.0,235.11,69.03,1294.7,196230.3,168.75
2014-03-22,15/9-F-11,13.33,237.12,69.43,598.56,91630.8,70.7
2014-03-23,15/9-F-11,24.0,241.77,70.44,940.92,146645.7,137.75
2014-03-24,15/9-F-11,6.56,237.75,68.5,246.43,42331.0,31.46
2014-03-25,15/9-F-11,7.11,256.41,78.14,219.97,31706.8,53.77
2014-03-26,15/9-F-11,24.0,242.58,70.69,1172.89,177032.2,147.51
2014-03-27,15/9-F-11,10.56,238.58,69.12,497.54,76861.4,89.38
2014-03-28,15/9-F-11,6.5,260.2,79.08,179.61,29816.9,30.52
2014-03-29,15/9-F-11,12.44,259.27,76.35,357.54,57599.6,58.31
2014-03-30,15/9-F-11,23.0,235.74,67.73,1111.8,166605.8,153.51
2014-03-31,15/9-F-11,24.0,235.02,68.19,1261.62,191240.2,171.46
2014-04-01,15/9-F-11,24.0,235.16,68.42,1260.09,190401.7,172.76
2014-04-02,15/9-F-11,24.0,235.4,68.61,1262.15,190094.3,173.27
2014-04-03,15/9-F-11,24.0,235.29,68.56,1266.28,190772.2,174.0
2014-04-04,15/9-F-11,24.0,235.33,68.61,1280.31,195008.2,152.74
2014-04-05,15/9-F-11,24.0,235.42,68.68,1286.67,195046.8,152.04
2014-04-06,15/9-F-11,18.06,236.57,68.85,925.83,143169.8,103.78
2014-04-07,15/9-F-11,3.5,259.07,81.89,52.88,8279.2,6.93
2014-04-08,15/9-F-11,24.0,243.11,70.58,1040.68,159740.1,125.09
2014-04-09,15/9-F-11,24.0,235.15,68.02,1217.92,184930.5,138.72
2014-04-10,15/9-F-11,21.96,244.14,72.63,985.07,160416.2,110.4
2014-04-11,15/9-F-11,24.0,235.31,68.49,1259.32,190660.4,141.02
2014-04-12,15/9-F-11,24.0,235.12,68.48,1254.79,190195.7,140.53
2014-04-13,15/9-F-11,24.0,235.38,68.61,1250.18,190280.8,142.97
2014-04-14,15/9-F-11,24.0,235.55,68.73,1245.44,188970.5,139.97
2014-04-15,15/9-F-11,24.0,235.53,68.72,1256.97,190812.2,144.33
2014-04-16,15/9-F-11,24.0,234.92,68.76,1248.98,190810.1,143.7
2014-04-17,15/9-F-11,24.0,235.12,68.52,1267.54,191855.3,143.9
2014-04-18,15/9-F-11,24.0,235.55,68.74,1256.91,191331.1,144.3
2014-04-19,15/9-F-11,24.0,234.99,68.44,1283.57,194212.2,147.55
2014-04-20,15/9-F-11,24.0,235.05,68.51,1284.97,194521.5,148.67
2014-04-21,15/9-F-11,24.0,235.87,68.94,1261.85,195812.6,134.77
2014-04-22,15/9-F-11,24.0,236.0,69.01,1206.79,172837.7,121.1
2014-04-23,15/9-F-11,24.0,235.83,68.94,1278.99,181708.3,136.4
2014-04-24,15/9-F-11,24.0,235.7,68.9,833.38,119219.7,83.46
2014-04-25,15/9-F-11,24.0,235.91,69.0,1294.23,184558.6,151.94
2014-04-26,15/9-F-11,24.0,236.16,69.14,1280.42,183250.4,150.99
2014-04-27,15/9-F-11,24.0,236.66,69.39,1266.17,182479.0,144.53
2014-04-28,15/9-F-11,24.0,235.89,68.92,1295.64,185739.2,147.68
2014-04-29,15/9-F-11,24.0,235.97,69.0,1267.79,183213.1,151.96
2014-04-30,15/9-F-11,24.0,233.9,67.77,1256.92,181631.4,154.95
2014-05-01,15/9-F-11,24.0,230.0,65.65,1349.88,194329.0,168.21
2014-05-02,15/9-F-11,24.0,229.86,65.54,1350.61,194753.4,168.2
2014-05-03,15/9-F-11,24.0,229.75,65.42,1342.36,190175.3,168.8
2014-05-04,15/9-F-11,24.0,229.74,65.37,1344.44,193142.4,170.86
2014-05-05,15/9-F-11,24.0,229.91,65.4,1318.46,190889.9,158.84
2014-05-06,15/9-F-11,24.0,230.11,65.42,1292.56,186829.9,158.44
2014-05-07,15/9-F-11,24.0,230.34,65.36,1281.25,186931.1,156.53
2014-05-08,15/9-F-11,22.33,230.5,65.33,1156.6,161448.8,163.93
2014-05-09,15/9-F-11,13.17,256.71,77.14,493.47,67887.7,202.56
2014-05-10,15/9-F-11,24.0,233.16,65.18,1206.07,66631.1,308.35
2014-05-11,15/9-F-11,24.0,231.19,64.94,1111.36,158901.8,141.34
2014-05-12,15/9-F-11,24.0,230.73,64.85,1089.83,157646.3,131.61
2014-05-13,15/9-F-11,24.0,231.11,65.12,1108.5,160327.1,129.28
2014-05-14,15/9-F-11,24.0,230.57,64.77,1120.87,161680.7,125.34
2014-05-15,15/9-F-11,24.0,229.05,63.79,1051.71,150929.0,134.46
2014-05-16,15/9-F-11,24.0,225.12,61.62,1069.25,152324.6,133.96
2014-05-17,15/9-F-11,24.0,225.4,61.64,1065.51,149817.2,133.28
2014-05-18,15/9-F-11,24.0,225.32,61.5,1060.68,149171.7,136.64
2014-05-19,15/9-F-11,24.0,225.15,61.29,1070.94,148690.7,140.15
2014-05-20,15/9-F-11,24.0,225.14,61.19,1039.28,145145.3,135.83
2014-05-21,15/9-F-11,24.0,225.31,61.21,1051.25,148397.4,137.24
2014-05-22,15/9-F-11,24.0,225.21,61.02,1056.25,153849.4,141.14
2014-05-23,15/9-F-11,24.0,225.11,60.91,1067.53,155309.4,149.15
2014-05-24,15/9-F-11,24.0,225.21,60.86,1079.36,156708.8,161.5
2014-05-25,15/9-F-11,24.0,225.04,60.75,1102.34,155402.0,165.02
2014-05-26,15/9-F-11,24.0,225.1,60.78,1057.78,154921.6,140.14
2014-05-27,15/9-F-11,24.0,225.24,60.73,1063.17,157209.9,150.54
2014-05-28,15/9-F-11,24.0,224.8,60.81,1087.43,159981.1,198.19
2014-05-29,15/9-F-11,24.0,225.55,60.79,1096.32,161324.7,199.19
2014-05-30,15/9-F-11,24.0,225.65,60.78,1111.83,164196.1,202.64
2014-05-31,15/9-F-11,24.0,225.56,60.67,1134.99,167666.0,206.11
2014-06-01,15/9-F-11,24.0,225.12,60.39,1152.6,170349.7,209.79
2014-06-02,15/9-F-11,21.67,228.66,61.89,1068.24,158582.9,176.72
2014-06-03,15/9-F-11,24.0,225.12,59.72,1109.18,162654.2,206.04
2014-06-04,15/9-F-11,24.0,225.58,60.28,1109.98,163691.4,206.1
2014-06-05,15/9-F-11,24.0,225.17,60.09,1178.62,173181.5,207.6
2014-06-06,15/9-F-11,24.0,225.92,60.43,1180.81,170781.0,207.67
2014-06-07,15/9-F-11,24.0,225.24,60.01,1199.75,173330.3,209.56
2014-06-08,15/9-F-11,24.0,225.11,59.91,1197.7,173333.0,208.41
2014-06-09,15/9-F-11,24.0,225.21,59.87,1349.24,197569.5,209.78
2014-06-10,15/9-F-11,24.0,225.37,59.89,1189.09,175046.0,205.42
2014-06-11,15/9-F-11,24.0,225.38,59.85,1172.31,170982.4,195.05
2014-06-12,15/9-F-11,24.0,224.83,59.47,1175.15,170180.4,195.92
2014-06-13,15/9-F-11,24.0,224.69,59.35,1116.79,164074.3,197.37
2014-06-14,15/9-F-11,24.0,224.87,59.4,1102.45,162814.9,195.5
2014-06-15,15/9-F-11,24.0,224.95,59.38,1104.3,163026.1,195.43
2014-06-16,15/9-F-11,24.0,223.11,58.26,1120.89,164489.9,195.67
2014-06-17,15/9-F-11,24.0,220.39,56.8,1156.42,170403.3,205.72
2014-06-18,15/9-F-11,24.0,220.03,56.59,1160.01,170577.3,209.65
